"","word","Life and Times (1881)","My Bondage (1855)","Narrative Life (1845)","Travel Diary","sum_word_counts"
"859","numerous",15,12,1,1,29
"860","objects",12,15,0,2,29
"861","opposition",15,12,2,0,29
"862","plans",12,13,4,0,29
"863","questions",13,15,1,0,29
"864","republican",21,8,0,0,29
"865","reputation",7,12,10,0,29
"866","saw",0,0,0,29,29
"867","shame",13,14,2,0,29
"868","spend",11,10,6,2,29
"869","start",10,13,6,0,29
"870","stern",13,14,2,0,29
"871","stone",13,9,6,1,29
"872","treat",9,15,5,0,29
"873","troops",27,1,0,1,29
"874","upon",0,0,0,29,29
"875","apparently",14,11,1,2,28
"876","brethren",8,12,7,1,28
"877","chain",10,18,0,0,28
"878","clothes",10,10,5,3,28
"879","conscience",9,15,4,0,28
"880","constantly",12,14,1,1,28
"881","conviction",11,12,3,2,28
"882","defense",16,12,0,0,28
"883","doctor",15,13,0,0,28
"884","driven",11,16,1,0,28
"885","expect",13,15,0,0,28
"886","firmly",15,12,1,0,28
"887","forgotten",5,15,3,5,28
"888","governor",23,5,0,0,28
"889","grave",10,11,3,4,28
"890","hated",13,12,2,1,28
"891","hearts",15,8,5,0,28
"892","heat",14,12,1,1,28
"893","horrible",6,13,8,1,28
"894","incident",14,14,0,0,28
"895","induced",15,12,1,0,28
"896","injustice",14,11,3,0,28
"897","lord",14,10,4,0,28
"898","minister",14,9,3,2,28
"899","mrs",0,0,0,28,28
"900","naked",10,7,11,0,28
"901","nigger",11,9,8,0,28
"902","remove",10,15,3,0,28
"903","satisfaction",15,9,4,0,28
"904","savage",6,13,9,0,28
"905","search",11,13,2,2,28
"906","share",15,10,2,1,28
"907","sorrow",10,14,4,0,28
"908","space",16,10,2,0,28
"909","sun",11,14,3,0,28
"910","surprise",13,9,4,2,28
"911","talbot",10,10,8,0,28
"912","twelve",12,10,5,1,28
"913","wicked",4,21,3,0,28
"914","worst",10,13,4,1,28
"915","affected",14,11,2,0,27
"916","aid",11,10,6,0,27
"917","bible",11,12,2,2,27
"918","bringing",12,14,1,0,27
"919","consequences",9,12,6,0,27
"920","difficult",13,10,1,3,27
"921","drawn",13,9,4,1,27
"922","dreaded",11,10,5,1,27
"923","driver",12,10,5,0,27
"924","ears",9,14,2,2,27
"925","election",22,3,2,0,27
"926","enemies",16,9,2,0,27
"927","english",11,10,1,5,27
"928","extent",11,15,1,0,27
"929","fifty",16,6,3,2,27
"930","flogging",8,18,1,0,27
"931","formed",12,14,0,1,27
"932","gain",15,10,1,1,27
"933","happily",18,9,0,0,27
"934","honorable",15,11,1,0,27
"935","institution",15,10,2,0,27
"936","intelligence",14,12,1,0,27
"937","judgment",12,11,4,0,27
"938","lead",15,7,4,1,27
"939","manly",16,11,0,0,27
"940","mention",16,8,3,0,27
"941","monday",5,8,4,10,27
"942","niggers",11,13,3,0,27
"943","occasions",18,6,1,2,27
"944","oppressed",9,12,6,0,27
"945","oppression",15,12,0,0,27
"946","post",16,4,7,0,27
"947","principle",12,14,1,0,27
"948","qualities",18,7,2,0,27
"949","repeated",14,12,1,0,27
"950","seek",12,10,5,0,27
"951","seized",9,9,9,0,27
"952","servants",10,12,4,1,27
"953","shape",12,11,2,2,27
"954","silence",14,12,1,0,27
"955","territory",26,1,0,0,27
"956","unable",13,9,4,1,27
"957","visited",9,7,2,9,27
"958","andthe",26,0,0,0,26
"959","anxiety",10,11,4,1,26
"960","apprehension",12,11,3,0,26
"961","art",7,11,1,7,26
"962","assistance",11,12,3,0,26
"963","assured",16,8,2,0,26
"964","attached",9,15,2,0,26
"965","belonging",7,11,8,0,26
"966","carpenters",6,11,9,0,26
"967","charge",11,11,4,0,26
"968","connection",19,3,4,0,26
"969","court",16,6,3,1,26
"970","credit",17,6,2,1,26
"971","drink",8,9,8,1,26
"972","eloquent",15,7,3,1,26
"973","event",16,7,3,0,26
"974","evils",13,11,2,0,26
"975","excitement",9,12,5,0,26
"976","fish",12,9,3,2,26
"977","ideas",12,13,0,1,26
"978","industry",15,9,2,0,26
"979","market",11,13,1,1,26
"980","matters",11,12,3,0,26
"981","midst",11,5,10,0,26
"982","mother’s",8,16,2,0,26
"983","motive",16,9,1,0,26
"984","offered",17,9,0,0,26
"985","onthe",26,0,0,0,26
"986","opinions",14,12,0,0,26
"987","pair",8,11,7,0,26
"988","phillips",18,5,3,0,26
"989","platform",16,9,1,0,26
"990","previous",9,13,3,1,26
"991","published",13,11,2,0,26
"992","remains",7,8,5,6,26
"993","removal",13,13,0,0,26
"994","scotland",12,14,0,0,26
"995","skin",8,16,2,0,26
"996","sons",12,9,4,1,26
"997","stock",11,14,1,0,26
"998","store",15,8,3,0,26
"999","straight",12,12,2,0,26
"1000","transaction",8,13,5,0,26
"1001","weak",17,9,0,0,26
"1002","weather",13,8,0,5,26
"1003","wrath",15,10,1,0,26
"1004","action",15,8,1,1,25
"1005","alive",14,9,1,1,25
"1006","capital",20,4,1,0,25
"1007","conditions",20,4,0,1,25
"1008","congress",16,7,2,0,25
"1009","cousin",11,12,2,0,25
"1010","cowskin",2,13,10,0,25
"1011","departure",10,8,7,0,25
"1012","dollar",15,7,3,0,25
"1013","equality",15,9,0,1,25
"1014","explanation",8,14,3,0,25
"1015","extraordinary",5,14,6,0,25
"1016","fathers",10,11,4,0,25
"1017","features",12,9,1,3,25
"1018","fortune",14,9,1,1,25
"1019","grateful",17,6,1,1,25
"1020","homes",12,10,3,0,25
"1021","horrid",1,11,13,0,25
"1022","illustration",21,4,0,0,25
"1023","importance",8,9,8,0,25
"1024","increasing",16,8,1,0,25
"1025","intelligent",15,8,2,0,25
"1026","lips",14,10,1,0,25
"1027","listen",16,7,2,0,25
"1028","mark",10,14,0,1,25
"1029","meaning",13,8,4,0,25
"1030","obtained",13,10,1,1,25
"1031","owner",12,12,1,0,25
"1032","partly",12,11,2,0,25
"1033","permitted",13,8,2,2,25
"1034","regret",14,8,3,0,25
"1035","results",8,10,6,1,25
"1036","satisfied",8,8,8,1,25
"1037","serve",10,9,4,2,25
"1038","similar",10,8,7,0,25
"1039","slightest",5,11,9,0,25
"1040","stable",7,13,5,0,25
"1041","streets",11,6,2,6,25
"1042","sum",12,11,2,0,25
"1043","sweet",9,15,1,0,25
"1044","vast",12,6,0,7,25
"1045","whites",10,14,1,0,25
"1046","wind",10,8,1,6,25
"1047","wrote",12,4,4,5,25
"1048","admitted",11,12,1,0,24
"1049","advance",18,5,1,0,24
"1050","afford",7,13,3,1,24
"1051","americans",10,11,0,3,24
"1052","army",23,1,0,0,24
"1053","beaten",15,8,1,0,24
"1054","burden",12,9,1,2,24
"1055","carry",8,11,5,0,24
"1056","carrying",7,9,7,1,24
"1057","caught",9,11,4,0,24
"1058","churches",10,8,4,2,24
"1059","circle",10,10,2,2,24
"1060","comfortable",13,7,2,2,24
"1061","confess",13,11,0,0,24
"1062","constant",6,10,7,1,24
"1063","conversation",17,4,2,1,24
"1064","copy",10,9,5,0,24
"1065","crimes",4,16,4,0,24
"1066","cross",8,7,6,3,24
"1067","cry",10,14,0,0,24
"1068","emancipated",20,3,1,0,24
"1069","exception",11,11,1,1,24
"1070","experienced",4,10,10,0,24
"1071","fault",9,10,5,0,24
"1072","feature",9,10,1,4,24
"1073","heads",10,7,4,3,24
"1074","hopkins",4,11,9,0,24
"1075","immense",12,8,2,2,24
"1076","information",12,9,3,0,24
"1077","institutions",12,12,0,0,24
"1078","lines",17,4,2,1,24
"1079","london",8,10,0,6,24
"1080","low",15,7,1,1,24
"1081","marriage",7,11,6,0,24
"1082","married",6,10,7,1,24
"1083","meanness",10,10,4,0,24
"1084","occasionally",6,15,2,1,24
"1085","occurred",10,12,2,0,24
"1086","red",12,7,3,2,24
"1087","remembered",12,8,2,2,24
"1088","scenes",9,12,3,0,24
"1089","seated",15,7,1,1,24
"1090","separated",5,16,3,0,24
"1091","steamer",13,4,0,7,24
"1092","stranger",10,10,4,0,24
"1093","strangers",9,11,4,0,24
"1094","struggle",14,8,1,1,24
"1095","suspected",8,13,3,0,24
"1096","suspicion",10,13,1,0,24
"1097","terms",14,6,4,0,24
"1098","thoughtful",15,7,0,2,24
"1099","valuable",14,8,2,0,24
"1100","weeks",13,7,4,0,24
"1101","wishes",10,12,2,0,24
"1102","witness",6,11,6,1,24
"1103","worn",11,9,3,1,24
"1104","worship",8,8,0,8,24
"1105","advocate",10,10,3,0,23
"1106","anxious",10,7,6,0,23
"1107","appointed",16,5,2,0,23
"1108","arguments",15,7,1,0,23
"1109","bank",22,1,0,0,23
"1110","behalf",10,9,4,0,23
"1111","belong",12,9,2,0,23
"1112","canada",19,2,2,0,23
"1113","careful",8,12,3,0,23
"1114","contest",16,7,0,0,23
"1115","contrast",14,8,0,1,23
"1116","deal",10,9,3,1,23
"1117","denounced",11,11,1,0,23
"1118","describe",9,9,4,1,23
"1119","devil",8,8,7,0,23
"1120","distant",11,10,0,2,23
"1121","established",10,10,2,1,23
"1122","fan",8,9,6,0,23
"1123","helpless",7,10,6,0,23
"1124","insurrection",17,4,2,0,23
"1125","loud",10,7,4,2,23
"1126","mistake",14,5,3,1,23
"1127","mountains",16,1,0,6,23
"1128","native",13,9,1,0,23
"1129","neck",8,12,3,0,23
"1130","note",17,2,1,3,23
"1131","ofmy",23,0,0,0,23
"1132","passage",13,5,5,0,23
"1133","pieces",9,9,5,0,23
"1134","possession",12,7,3,1,23
"1135","proceeded",10,7,4,2,23
"1136","profession",6,14,3,0,23
"1137","purposes",13,9,1,0,23
"1138","pursuit",13,6,4,0,23
"1139","ran",7,8,8,0,23
"1140","reception",16,6,0,1,23
"1141","remarkably",12,10,0,1,23
"1142","rome",3,1,0,19,23
"1143","rope",8,10,5,0,23
"1144","rose",9,9,5,0,23
"1145","samuel",17,4,2,0,23
"1146","sharp",12,9,1,1,23
"1147","sheep",6,12,4,1,23
"1148","sing",5,10,8,0,23
"1149","star",12,8,3,0,23
"1150","striking",10,7,2,4,23
"1151","suffer",7,9,7,0,23
"1152","tears",8,10,5,0,23
"1153","watch",9,13,1,0,23
"1154","waters",6,10,3,4,23
"1155","went",0,0,0,23,23
"1156","woe",5,9,9,0,23
"1157","wrongs",10,12,1,0,23
"1158","youth",13,7,2,1,23
"1159","abolished",16,4,2,0,22
"1160","absent",9,10,3,0,22
"1161","accustomed",6,11,5,0,22
"1162","africa",5,14,3,0,22
"1163","approach",8,8,5,1,22
"1164","arm",15,4,2,1,22
"1165","aware",8,12,2,0,22
"1166","bailey",11,3,8,0,22
"1167","barney",7,10,5,0,22
"1168","belief",13,6,3,0,22
"1169","bleeding",9,12,1,0,22
"1170","bore",16,5,0,1,22
"1171","bought",7,12,2,1,22
"1172","breakfast",8,8,4,2,22
"1173","capable",15,6,1,0,22
"1174","charged",13,9,0,0,22
"1175","claims",8,13,1,0,22
"1176","consisted",5,9,6,2,22
"1177","contempt",10,10,2,0,22
"1178","cost",10,9,3,0,22
"1179","cunning",9,10,3,0,22
"1180","degradation",12,10,0,0,22
"1181","delightful",5,7,1,9,22
"1182","depths",9,9,1,3,22
"1183","doctrine",14,8,0,0,22
"1184","drive",12,6,3,1,22
"1185","editor",14,8,0,0,22
"1186","enslaved",8,12,2,0,22
"1187","enslavement",6,12,4,0,22
"1188","esther",7,15,0,0,22
"1189","eternal",7,12,2,1,22
"1190","fast",7,7,5,3,22
"1191","flight",9,10,3,0,22
"1192","fortunate",8,4,10,0,22
"1193","fought",16,6,0,0,22
"1194","fresh",6,12,3,1,22
"1195","great",0,0,0,22,22
"1196","grown",10,10,0,2,22
"1197","instantly",13,8,0,1,22
"1198","intense",7,14,1,0,22
"1199","ireland",12,8,2,0,22
"1200","lashes",4,14,4,0,22
"1201","leaders",15,5,2,0,22
"1202","limbs",8,11,2,1,22
"1203","marshal",22,0,0,0,22
"1204","mass",7,9,2,4,22
"1205","narrative",8,4,10,0,22
"1206","narrow",11,6,2,3,22
"1207","notice",14,6,2,0,22
"1208","picture",7,9,3,3,22
"1209","praise",12,8,2,0,22
"1210","press",8,14,0,0,22
"1211","proceed",8,11,1,2,22
"1212","quarters",13,7,2,0,22
"1213","quick",9,9,3,1,22
"1214","rank",10,10,2,0,22
"1215","readily",14,7,1,0,22
"1216","reward",6,10,5,1,22
"1217","ride",5,4,0,13,22
"1218","ruggles",6,7,9,0,22
"1219","safely",15,4,2,1,22
"1220","seeking",9,10,3,0,22
"1221","ships",9,9,3,1,22
"1222","stopping",10,7,0,5,22
"1223","teaching",4,13,4,1,22
"1224","terror",10,10,2,0,22
"1225","thompson",13,9,0,0,22
"1226","torn",10,10,1,1,22
"1227","troubled",9,12,1,0,22
"1228","urged",14,5,3,0,22
"1229","utterly",13,7,2,0,22
"1230","vessels",9,8,3,2,22
"1231","victims",8,11,3,0,22
"1232","vote",18,3,0,1,22
"1233","addition",9,10,2,0,21
"1234","afraid",9,10,2,0,21
"1235","agent",10,8,3,0,21
"1236","apparent",12,9,0,0,21
"1237","arrived",6,5,2,8,21
"1238","barn",9,7,5,0,21
"1239","bearing",8,10,1,2,21
"1240","beauty",9,9,1,2,21
"1241","borne",11,8,2,0,21
"1242","commanded",8,8,5,0,21
"1243","confusion",10,7,3,1,21
"1244","considerable",8,4,9,0,21
"1245","cowardly",7,12,2,0,21
"1246","crowd",14,4,0,3,21
"1247","custom",11,8,2,0,21
"1248","daily",8,12,1,0,21
"1249","dealt",11,9,1,0,21
"1250","deeper",14,7,0,0,21
"1251","desired",9,6,5,1,21
"1252","directions",11,10,0,0,21
"1253","driving",10,9,1,1,21
"1254","enter",11,8,1,1,21
"1255","famous",9,4,0,8,21
"1256","fears",10,9,2,0,21
"1257","forthe",21,0,0,0,21
"1258","friendly",14,3,3,1,21
"1259","glance",7,14,0,0,21
"1260","grew",9,9,3,0,21
"1261","handed",13,5,1,2,21
"1262","health",10,8,1,2,21
"1263","hughes",7,6,8,0,21
"1264","ihad",21,0,0,0,21
"1265","impressed",10,5,5,1,21
"1266","indignation",10,9,2,0,21
"1267","linen",7,10,4,0,21
"1268","meat",8,9,4,0,21
"1269","mission",13,7,0,1,21
"1270","negroes",10,7,2,2,21
"1271","neighbors",4,13,4,0,21
"1272","newspaper",9,10,2,0,21
"1273","officers",17,2,0,2,21
"1274","opposed",13,8,0,0,21
"1275","owe",9,9,3,0,21
"1276","possibly",10,10,1,0,21
"1277","returning",8,9,3,1,21
"1278","sacred",8,8,3,2,21
"1279","sale",12,7,1,1,21
"1280","secretary",18,2,1,0,21
"1281","seen",0,0,0,21,21
"1282","shoot",6,10,5,0,21
"1283","shot",10,7,4,0,21
"1284","spring",6,10,5,0,21
"1285","stage",14,5,2,0,21
"1286","tongue",9,10,2,0,21
"1287","traders",8,10,3,0,21
"1288","trial",8,11,2,0,21
"1289","two",0,0,0,21,21
"1290","wait",11,5,4,1,21
"1291","weight",9,8,4,0,21
"1292","witnessed",10,7,3,1,21
"1293","absence",8,8,4,0,20
"1294","abuse",8,11,1,0,20
"1295","admit",11,9,0,0,20
"1296","advantages",12,8,0,0,20
"1297","buy",4,10,4,2,20
"1298","chase",14,5,1,0,20
"1299","chesapeake",5,10,5,0,20
"1300","civil",13,6,1,0,20
"1301","columbia",16,2,2,0,20
"1302","contrary",9,8,3,0,20
"1303","deck",11,4,0,5,20
"1304","deed",7,7,6,0,20
"1305","deeds",9,6,5,0,20
"1306","dinner",9,8,1,2,20
"1307","direct",10,8,1,1,20
"1308","dr",10,10,0,0,20
"1309","dropped",11,9,0,0,20
"1310","ear",7,12,1,0,20
"1311","employed",10,8,2,0,20
"1312","encouraged",10,5,4,1,20
"1313","enemy",10,8,2,0,20
"1314","esteemed",6,10,4,0,20
"1315","excluded",14,6,0,0,20
"1316","favored",10,8,0,2,20
"1317","firm",10,5,4,1,20
"1318","friendship",10,9,0,1,20
"1319","gates",7,7,1,5,20
"1320","gentle",8,11,1,0,20
"1321","georgia",11,6,3,0,20
"1322","helen",0,0,0,20,20
"1323","hell",6,9,5,0,20
"1324","horror",7,9,4,0,20
"1325","incidents",12,7,1,0,20
"1326","isaac",12,6,2,0,20
"1327","itwas",20,0,0,0,20
"1328","judge",5,11,1,3,20
"1329","ladies",11,5,1,3,20
"1330","largest",10,4,1,5,20
"1331","material",13,7,0,0,20
"1332","merciless",6,11,3,0,20
"1333","misery",8,10,2,0,20
"1334","mob",12,8,0,0,20
"1335","mode",6,6,8,0,20
"1336","notwithstanding",10,6,2,2,20
"1337","old",0,0,0,20,20
"1338","perform",11,7,2,0,20
"1339","performance",7,7,4,2,20
"1340","pigs",7,8,5,0,20
"1341","proclamation",20,0,0,0,20
"1342","provided",9,8,3,0,20
"1343","pursued",8,10,2,0,20
"1344","quality",9,9,1,1,20
"1345","raise",11,6,3,0,20
"1346","rapidly",12,8,0,0,20
"1347","replied",15,4,1,0,20
"1348","respects",11,6,2,1,20
"1349","riding",6,11,3,0,20
"1350","rising",14,5,1,0,20
"1351","roused",8,9,3,0,20
"1352","senator",15,2,0,3,20
"1353","servant",6,9,4,1,20
"1354","shut",7,10,3,0,20
"1355","silent",17,3,0,0,20
"1356","sleeping",9,9,2,0,20
"1357","stealing",6,9,5,0,20
"1358","superstition",8,8,1,3,20
"1359","takes",7,10,3,0,20
"1360","threat",9,11,0,0,20
"1361","tobe",20,0,0,0,20
"1362","tom",6,11,3,0,20
"1363","trust",10,9,1,0,20
"1364","volume",8,11,0,1,20
"1365","well",0,0,0,20,20
"1366","wharf",10,6,3,1,20
"1367","wharves",7,10,3,0,20
"1368","ye",2,3,15,0,20
"1369","abused",8,10,1,0,19
"1370","afternoon",4,5,4,6,19
"1371","attack",12,6,1,0,19
"1372","beat",7,11,1,0,19
"1373","behold",7,9,2,1,19
"1374","beneath",8,10,1,0,19
"1375","blacks",11,8,0,0,19
"1376","blue",9,3,0,7,19
"1377","broke",7,5,7,0,19
"1378","car",13,6,0,0,19
"1379","career",8,5,6,0,19
"1380","christ",5,9,4,1,19
"1381","christianity",0,9,10,0,19
"1382","closed",9,6,3,1,19
"1383","commenced",2,4,13,0,19
"1384","committee",17,2,0,0,19
"1385","conducted",9,6,2,2,19
"1386","countenance",7,12,0,0,19
"1387","curiosity",7,9,2,1,19
"1388","demand",11,7,1,0,19
"1389","derived",10,9,0,0,19
"1390","difficulties",9,7,3,0,19
"1391","dignity",10,8,1,0,19
"1392","directly",8,8,3,0,19
"1393","effective",14,4,1,0,19
"1394","element",11,6,2,0,19
"1395","establishment",10,7,2,0,19
"1396","esteem",9,10,0,0,19
"1397","fairly",7,7,4,1,19
"1398","faithful",9,7,2,1,19
"1399","falling",10,6,3,0,19
"1400","false",6,8,5,0,19
"1401","fare",7,7,2,3,19
"1402","fence",5,8,6,0,19
"1403","forms",7,7,1,4,19
"1404","freeland’s",6,12,1,0,19
"1405","freely",11,7,1,0,19
"1406","gaining",6,10,3,0,19
"1407","genuine",8,11,0,0,19
"1408","heavenly",1,3,15,0,19
"1409","hot",8,5,4,2,19
"1410","humble",10,6,3,0,19
"1411","hurried",8,9,1,1,19
"1412","independence",8,10,1,0,19
"1413","informed",12,6,1,0,19
"1414","inquired",6,5,7,1,19
"1415","instruction",7,6,4,2,19
"1416","insult",9,10,0,0,19
"1417","jesus",5,6,3,5,19
"1418","leisure",7,8,4,0,19
"1419","level",7,8,2,2,19
"1420","mankind",8,10,1,0,19
"1421","manners",7,10,1,1,19
"1422","many",0,0,0,19,19
"1423","minutes",10,6,2,1,19
"1424","motion",7,8,3,1,19
"1425","much",0,0,0,19,19
"1426","nights",9,5,4,1,19
"1427","obtain",12,6,1,0,19
"1428","offer",10,7,2,0,19
"1429","perfectly",9,8,2,0,19
"1430","poverty",10,5,3,1,19
"1431","preacher",6,10,3,0,19
"1432","precisely",11,7,0,1,19
"1433","pulpit",6,8,4,1,19
"1434","quiet",10,7,0,2,19
"1435","rebels",18,1,0,0,19
"1436","recently",14,2,2,1,19
"1437","relief",7,10,2,0,19
"1438","relieved",7,5,7,0,19
"1439","represented",11,3,4,1,19
"1440","reproach",8,11,0,0,19
"1441","schools",16,3,0,0,19
"1442","separate",5,13,1,0,19
"1443","sick",9,8,2,0,19
"1444","speedily",11,8,0,0,19
"1445","spot",6,6,7,0,19
"1446","stands",7,8,2,2,19
"1447","stripes",6,11,2,0,19
"1448","study",8,9,0,2,19
"1449","suffrage",18,1,0,0,19
"1450","sumner",18,1,0,0,19
"1451","supported",12,6,0,1,19
"1452","sustain",7,9,3,0,19
"1453","sustained",9,6,4,0,19
"1454","tear",7,10,2,0,19
"1455","troubles",7,12,0,0,19
"1456","undertaking",8,8,3,0,19
"1457","unreasonable",12,7,0,0,19
"1458","wheat",6,8,5,0,19
"1459","wholly",9,9,1,0,19
"1460","wilson",16,2,1,0,19
"1461","years",0,0,0,19,19
"1462","_i",7,10,1,0,18
"1463","_liberator_",9,9,0,0,18
"1464","absolute",7,9,1,1,18
"1465","acknowledge",5,10,3,0,18
"1466","active",8,6,4,0,18
"1467","add",8,8,2,0,18
"1468","agitation",13,4,1,0,18
"1469","almighty",7,8,2,1,18
"1470","amount",8,4,5,1,18
"1471","answered",8,8,1,1,18
"1472","ashes",6,9,0,3,18
"1473","aspect",6,11,1,0,18
"1474","assumed",7,9,2,0,18
"1475","attending",6,6,6,0,18
"1476","august",10,3,5,0,18
"1477","auld’s",12,6,0,0,18
"1478","beasts",5,7,6,0,18
"1479","behavior",6,9,1,2,18
"1480","boast",7,6,5,0,18
"1481","breast",7,9,2,0,18
"1482","cake",8,10,0,0,18
"1483","calking",4,7,7,0,18
"1484","cared",10,7,1,0,18
"1485","cease",10,6,2,0,18
"1486","cent",6,8,4,0,18
"1487","choice",12,4,2,0,18
"1488","college",15,1,0,2,18
"1489","complaint",10,5,3,0,18
"1490","complaints",9,6,3,0,18
"1491","conclusion",11,6,1,0,18
"1492","conversion",6,8,4,0,18
"1493","daughters",7,8,2,1,18
"1494","despised",11,7,0,0,18
"1495","disturbed",9,6,2,1,18
"1496","divine",5,10,2,1,18
"1497","doomed",9,8,1,0,18
"1498","drew",6,8,4,0,18
"1499","educated",10,7,1,0,18
"1500","entering",7,6,4,1,18
"1501","exodus",18,0,0,0,18
"1502","express",7,7,4,0,18
"1503","fail",12,5,1,0,18
"1504","families",8,7,2,1,18
"1505","feared",5,9,4,0,18
"1506","fifteen",6,9,3,0,18
"1507","fill",12,5,1,0,18
"1508","final",9,7,2,0,18
"1509","fitted",10,6,1,1,18
"1510","gardiner’s",9,9,0,0,18
"1511","gathered",10,8,0,0,18
"1512","glory",7,6,4,1,18
"1513","grace",11,4,2,1,18
"1514","gratitude",10,6,2,0,18
"1515","growing",13,4,1,0,18
"1516","headed",6,9,1,2,18
"1517","hewas",18,0,0,0,18
"1518","hill",9,4,2,3,18
"1519","hire",5,7,6,0,18
"1520","honored",14,4,0,0,18
"1521","idle",8,9,1,0,18
"1522","impudence",5,11,2,0,18
"1523","individual",7,9,2,0,18
"1524","invitation",15,2,0,1,18
"1525","island",12,4,1,1,18
"1526","jan",0,0,0,18,18
"1527","legs",7,9,2,0,18
"1528","listening",14,4,0,0,18
"1529","loving",7,9,2,0,18
"1530","luxury",8,7,3,0,18
"1531","lying",6,9,3,0,18
"1532","main",11,7,0,0,18
"1533","management",9,8,1,0,18
"1534","mechanics",12,6,0,0,18
"1535","mentioned",8,9,1,0,18
"1536","mystery",7,11,0,0,18
"1537","newly",11,6,1,0,18
"1538","obedience",8,9,0,1,18
"1539","ocean",9,6,2,1,18
"1540","pains",8,7,3,0,18
"1541","passion",9,9,0,0,18
"1542","permission",5,10,3,0,18
"1543","philosophy",7,10,1,0,18
"1544","piety",6,10,2,0,18
"1545","preachers",6,10,2,0,18
"1546","price",10,6,2,0,18
"1547","promote",10,8,0,0,18
"1548","providence",7,7,4,0,18
"1549","pure",7,6,3,2,18
"1550","races",15,2,1,0,18
"1551","ranks",7,9,2,0,18
"1552","referred",7,11,0,0,18
"1553","revolting",5,12,0,1,18
"1554","rid",6,7,4,1,18
"1555","round",9,6,2,1,18
"1556","sable",7,10,1,0,18
"1557","said",0,0,0,18,18
"1558","sat",11,6,1,0,18
"1559","sears",18,0,0,0,18
"1560","selfish",10,8,0,0,18
"1561","shade",6,11,0,1,18
"1562","shelter",11,5,2,0,18
"1563","sin",4,13,1,0,18
"1564","sister",4,7,4,3,18
"1565","spread",9,5,0,4,18
"1566","station",10,5,2,1,18
"1567","storm",11,3,1,3,18
"1568","strongest",5,6,6,1,18
"1569","suggested",10,4,4,0,18
"1570","talked",8,7,3,0,18
"1571","teeth",8,10,0,0,18
"1572","temper",6,11,1,0,18
"1573","timber",4,6,8,0,18
"1574","torture",6,11,1,0,18
"1575","touched",10,6,2,0,18
